sku,month,percentile_level,approx_threshold,exact_threshold,threshold_delta
JNE3670-TU-XXXL,2022-06,P80,22.0,22.0,0.0
JNE3670-TU-XXXL,2022-06,P90,22.0,22.0,0.0
JNE3671-TU-L,2022-04,P80,21.0,21.0,0.0
JNE3671-TU-L,2022-04,P90,21.0,21.0,0.0
JNE3671-TU-L,2022-05,P80,22.0,22.0,0.0
JNE3671-TU-L,2022-05,P90,23.0,23.0,0.0
JNE3671-TU-L,2022-06,P80,27.0,27.0,0.0
JNE3671-TU-L,2022-06,P90,27.0,27.0,0.0
JNE3671-TU-M,2022-04,P80,19.0,19.0,0.0
JNE3671-TU-M,2022-04,P90,19.0,19.0,0.0
JNE3671-TU-M,2022-05,P80,25.0,25.0,0.0
JNE3671-TU-M,2022-05,P90,26.0,26.0,0.0
JNE3671-TU-S,2022-04,P80,19.0,19.0,0.0
JNE3671-TU-S,2022-04,P90,19.0,19.0,0.0
JNE3671-TU-S,2022-05,P80,20.0,20.0,0.0
JNE3671-TU-S,2022-05,P90,27.0,27.0,0.0
JNE3671-TU-S,2022-06,P80,0.0,0.0,0.0
JNE3671-TU-S,2022-06,P90,1.0,1.0,0.0
JNE3671-TU-XL,2022-05,P80,30.0,30.0,0.0
JNE3671-TU-XL,2022-05,P90,30.0,30.0,0.0
JNE3671-TU-XL,2022-06,P80,1.0,1.0,0.0
JNE3671-TU-XL,2022-06,P90,1.0,1.0,0.0
JNE3671-TU-XS,2022-04,P80,1.0,1.0,0.0
JNE3671-TU-XS,2022-04,P90,1.0,1.0,0.0
JNE3671-TU-XS,2022-05,P80,1.0,1.0,0.0
JNE3671-TU-XS,2022-05,P90,1.0,1.0,0.0
JNE3671-TU-XS,2022-06,P80,1.0,1.0,0.0
JNE3671-TU-XS,2022-06,P90,1.0,1.0,0.0
JNE3671-TU-XXL,2022-04,P80,0.0,0.0,0.0
JNE3671-TU-XXL,2022-04,P90,1.0,1.0,0.0
JNE3671-TU-XXL,2022-05,P80,1.0,1.0,0.0
JNE3671-TU-XXL,2022-05,P90,20.0,20.0,0.0
JNE3671-TU-XXL,2022-06,P80,0.0,0.0,0.0
JNE3671-TU-XXL,2022-06,P90,0.0,0.0,0.0
JNE3671-TU-XXXL,2022-04,P80,1.0,1.0,0.0
JNE3671-TU-XXXL,2022-04,P90,1.0,1.0,0.0
JNE3671-TU-XXXL,2022-05,P80,16.0,16.0,0.0
JNE3671-TU-XXXL,2022-05,P90,22.0,22.0,0.0
JNE3671-TU-XXXL,2022-06,P80,1.0,1.0,0.0
JNE3671-TU-XXXL,2022-06,P90,1.0,1.0,0.0
JNE3672-TU-L,2022-04,P80,19.0,19.0,0.0
JNE3672-TU-L,2022-04,P90,25.0,25.0,0.0
JNE3672-TU-M,2022-04,P80,1.0,1.0,0.0
JNE3672-TU-M,2022-04,P90,19.0,19.0,0.0
JNE3672-TU-M,2022-06,P80,24.0,24.0,0.0
JNE3672-TU-M,2022-06,P90,24.0,24.0,0.0
JNE3672-TU-S,2022-05,P80,1.0,1.0,0.0
JNE3672-TU-S,2022-05,P90,1.0,1.0,0.0
JNE3672-TU-XL,2022-04,P80,14.0,14.0,0.0
JNE3672-TU-XL,2022-04,P90,14.0,14.0,0.0
JNE3672-TU-XL,2022-05,P80,25.0,25.0,0.0
JNE3672-TU-XL,2022-05,P90,25.0,25.0,0.0
JNE3672-TU-XL,2022-06,P80,18.0,18.0,0.0
JNE3672-TU-XL,2022-06,P90,18.0,18.0,0.0
JNE3672-TU-XS,2022-05,P80,1.0,1.0,0.0
JNE3672-TU-XS,2022-05,P90,1.0,1.0,0.0
JNE3672-TU-XXL,2022-04,P80,1.0,1.0,0.0
JNE3672-TU-XXL,2022-04,P90,1.0,1.0,0.0
JNE3672-TU-XXXL,2022-04,P80,1.0,1.0,0.0
JNE3672-TU-XXXL,2022-04,P90,1.0,1.0,0.0
JNE3672-TU-XXXL,2022-05,P80,22.0,22.0,0.0
JNE3672-TU-XXXL,2022-05,P90,24.0,24.0,0.0
JNE3672-TU-XXXL,2022-06,P80,0.0,0.0,0.0
JNE3672-TU-XXXL,2022-06,P90,0.0,0.0,0.0
JNE3673-TU-L,2022-04,P80,21.0,21.0,0.0
JNE3673-TU-L,2022-04,P90,21.0,21.0,0.0
JNE3673-TU-L,2022-05,P80,18.0,18.0,0.0
JNE3673-TU-L,2022-05,P90,18.0,18.0,0.0
JNE3673-TU-M,2022-04,P80,22.0,22.0,0.0
JNE3673-TU-M,2022-04,P90,22.0,22.0,0.0
JNE3673-TU-M,2022-05,P80,25.0,25.0,0.0
JNE3673-TU-M,2022-05,P90,25.0,25.0,0.0
JNE3673-TU-M,2022-06,P80,1.0,1.0,0.0
JNE3673-TU-M,2022-06,P90,1.0,1.0,0.0
JNE3673-TU-S,2022-04,P80,1.0,1.0,0.0
JNE3673-TU-S,2022-04,P90,1.0,1.0,0.0
JNE3673-TU-S,2022-05,P80,1.0,1.0,0.0
JNE3673-TU-S,2022-05,P90,1.0,1.0,0.0
JNE3673-TU-XL,2022-04,P80,22.0,22.0,0.0
JNE3673-TU-XL,2022-04,P90,22.0,22.0,0.0
JNE3673-TU-XL,2022-05,P80,22.0,22.0,0.0
JNE3673-TU-XL,2022-05,P90,22.0,22.0,0.0
JNE3673-TU-XS,2022-04,P80,1.0,1.0,0.0
JNE3673-TU-XS,2022-04,P90,1.0,1.0,0.0
JNE3673-TU-XXXL,2022-04,P80,1.0,1.0,0.0
JNE3673-TU-XXXL,2022-04,P90,1.0,1.0,0.0
JNE3674-TU-L,2022-04,P80,18.0,18.0,0.0
JNE3674-TU-L,2022-04,P90,18.0,18.0,0.0
JNE3674-TU-L,2022-05,P80,23.0,23.0,0.0
JNE3674-TU-L,2022-05,P90,23.0,23.0,0.0
JNE3674-TU-L,2022-06,P80,24.0,24.0,0.0
JNE3674-TU-L,2022-06,P90,25.0,25.0,0.0
JNE3674-TU-M,2022-04,P80,17.0,17.0,0.0
JNE3674-TU-M,2022-04,P90,17.0,17.0,0.0
JNE3674-TU-M,2022-05,P80,28.0,28.0,0.0
JNE3674-TU-M,2022-05,P90,28.0,28.0,0.0
JNE3674-TU-M,2022-06,P80,0.0,0.0,0.0
JNE3674-TU-M,2022-06,P90,1.0,1.0,0.0
JNE3674-TU-S,2022-05,P80,1.0,1.0,0.0
JNE3674-TU-S,2022-05,P90,19.0,19.0,0.0
JNE3674-TU-S,2022-06,P80,1.0,1.0,0.0
JNE3674-TU-S,2022-06,P90,1.0,1.0,0.0
JNE3674-TU-XL,2022-04,P80,23.0,23.0,0.0
JNE3674-TU-XL,2022-04,P90,23.0,23.0,0.0
JNE3674-TU-XL,2022-05,P80,22.0,22.0,0.0
JNE3674-TU-XL,2022-05,P90,27.0,27.0,0.0
JNE3674-TU-XL,2022-06,P80,23.0,23.0,0.0
JNE3674-TU-XL,2022-06,P90,23.0,23.0,0.0
JNE3674-TU-XS,2022-04,P80,17.0,17.0,0.0
JNE3674-TU-XS,2022-04,P90,17.0,17.0,0.0
JNE3674-TU-XS,2022-05,P80,1.0,1.0,0.0
JNE3674-TU-XS,2022-05,P90,1.0,1.0,0.0
JNE3674-TU-XS,2022-06,P80,24.0,24.0,0.0
JNE3674-TU-XS,2022-06,P90,24.0,24.0,0.0
JNE3674-TU-XXL,2022-04,P80,1.0,1.0,0.0
JNE3674-TU-XXL,2022-04,P90,1.0,1.0,0.0
JNE3674-TU-XXL,2022-05,P80,1.0,1.0,0.0
JNE3674-TU-XXL,2022-05,P90,9.0,9.0,0.0
JNE3674-TU-XXL,2022-06,P80,0.0,0.0,0.0
JNE3674-TU-XXL,2022-06,P90,1.0,1.0,0.0
JNE3674-TU-XXXL,2022-05,P80,1.0,1.0,0.0
JNE3674-TU-XXXL,2022-05,P90,16.0,16.0,0.0
JNE3674-TU-XXXL,2022-06,P80,1.0,1.0,0.0
JNE3674-TU-XXXL,2022-06,P90,1.0,1.0,0.0
JNE3675-TU-L,2022-04,P80,1.0,1.0,0.0
JNE3675-TU-L,2022-04,P90,1.0,1.0,0.0
JNE3675-TU-L,2022-05,P80,21.0,21.0,0.0
JNE3675-TU-L,2022-05,P90,21.0,21.0,0.0
JNE3675-TU-L,2022-06,P80,1.0,1.0,0.0
JNE3675-TU-L,2022-06,P90,1.0,1.0,0.0
JNE3675-TU-M,2022-04,P80,1.0,1.0,0.0
JNE3675-TU-M,2022-04,P90,1.0,1.0,0.0
JNE3675-TU-M,2022-05,P80,1.0,1.0,0.0
JNE3675-TU-M,2022-05,P90,18.0,18.0,0.0
JNE3675-TU-M,2022-06,P80,1.0,1.0,0.0
JNE3675-TU-M,2022-06,P90,1.0,1.0,0.0
JNE3675-TU-S,2022-04,P80,19.0,19.0,0.0
JNE3675-TU-S,2022-04,P90,24.0,24.0,0.0
JNE3675-TU-S,2022-05,P80,1.0,1.0,0.0
JNE3675-TU-S,2022-05,P90,1.0,1.0,0.0
JNE3675-TU-S,2022-06,P80,1.0,1.0,0.0
JNE3675-TU-S,2022-06,P90,1.0,1.0,0.0
JNE3675-TU-XL,2022-04,P80,1.0,1.0,0.0
JNE3675-TU-XL,2022-04,P90,1.0,1.0,0.0
JNE3675-TU-XL,2022-05,P80,16.0,16.0,0.0
JNE3675-TU-XL,2022-05,P90,16.0,16.0,0.0
JNE3675-TU-XL,2022-06,P80,29.0,29.0,0.0
JNE3675-TU-XL,2022-06,P90,29.0,29.0,0.0
JNE3675-TU-XS,2022-04,P80,1.0,1.0,0.0
JNE3675-TU-XS,2022-04,P90,21.0,21.0,0.0
JNE3675-TU-XS,2022-05,P80,27.0,27.0,0.0
JNE3675-TU-XS,2022-05,P90,27.0,27.0,0.0
JNE3675-TU-XXL,2022-04,P80,17.0,17.0,0.0
JNE3675-TU-XXL,2022-04,P90,20.0,20.0,0.0
JNE3675-TU-XXL,2022-05,P80,1.0,1.0,0.0
JNE3675-TU-XXL,2022-05,P90,20.0,20.0,0.0
JNE3675-TU-XXL,2022-06,P80,1.0,1.0,0.0
JNE3675-TU-XXL,2022-06,P90,1.0,1.0,0.0
JNE3675-TU-XXXL,2022-03,P80,1.0,1.0,0.0
JNE3675-TU-XXXL,2022-03,P90,1.0,1.0,0.0
JNE3675-TU-XXXL,2022-04,P80,1.0,1.0,0.0
JNE3675-TU-XXXL,2022-04,P90,1.0,1.0,0.0
JNE3675-TU-XXXL,2022-05,P80,19.0,19.0,0.0
JNE3675-TU-XXXL,2022-05,P90,26.0,26.0,0.0
JNE3675-TU-XXXL,2022-06,P80,1.0,1.0,0.0
JNE3675-TU-XXXL,2022-06,P90,1.0,1.0,0.0
JNE3676-TU-L,2022-04,P80,21.0,21.0,0.0
JNE3676-TU-L,2022-04,P90,21.0,21.0,0.0
JNE3676-TU-L,2022-05,P80,0.0,0.0,0.0
JNE3676-TU-L,2022-05,P90,0.0,0.0,0.0
JNE3676-TU-L,2022-06,P80,1.0,1.0,0.0
JNE3676-TU-L,2022-06,P90,1.0,1.0,0.0
JNE3676-TU-M,2022-04,P80,1.0,1.0,0.0
JNE3676-TU-M,2022-04,P90,1.0,1.0,0.0
JNE3676-TU-M,2022-06,P80,0.0,0.0,0.0
JNE3676-TU-M,2022-06,P90,0.0,0.0,0.0
JNE3676-TU-S,2022-04,P80,1.0,1.0,0.0
JNE3676-TU-S,2022-04,P90,1.0,1.0,0.0
JNE3676-TU-S,2022-05,P80,1.0,1.0,0.0
JNE3676-TU-S,2022-05,P90,1.0,1.0,0.0
JNE3676-TU-S,2022-06,P80,1.0,1.0,0.0
JNE3676-TU-S,2022-06,P90,1.0,1.0,0.0
JNE3676-TU-XL,2022-04,P80,1.0,1.0,0.0
JNE3676-TU-XL,2022-04,P90,1.0,1.0,0.0
JNE3676-TU-XL,2022-06,P80,1.0,1.0,0.0
JNE3676-TU-XL,2022-06,P90,1.0,1.0,0.0
JNE3676-TU-XS,2022-04,P80,1.0,1.0,0.0
JNE3676-TU-XS,2022-04,P90,1.0,1.0,0.0
JNE3676-TU-XS,2022-06,P80,1.0,1.0,0.0
JNE3676-TU-XS,2022-06,P90,1.0,1.0,0.0
JNE3676-TU-XXL,2022-04,P80,1.0,1.0,0.0
JNE3676-TU-XXL,2022-04,P90,1.0,1.0,0.0
JNE3676-TU-XXL,2022-05,P80,0.0,0.0,0.0
JNE3676-TU-XXL,2022-05,P90,0.0,0.0,0.0
JNE3676-TU-XXXL,2022-04,P80,1.0,1.0,0.0
JNE3676-TU-XXXL,2022-04,P90,1.0,1.0,0.0
JNE3678-TU-M,2022-04,P80,21.0,21.0,0.0
JNE3678-TU-M,2022-04,P90,21.0,21.0,0.0
JNE3678-TU-M,2022-05,P80,24.0,24.0,0.0
JNE3678-TU-M,2022-05,P90,24.0,24.0,0.0
JNE3678-TU-S,2022-05,P80,1.0,1.0,0.0
JNE3678-TU-S,2022-05,P90,1.0,1.0,0.0
JNE3678-TU-XL,2022-04,P80,17.0,17.0,0.0
JNE3678-TU-XL,2022-04,P90,17.0,17.0,0.0
JNE3678-TU-XL,2022-05,P80,19.0,19.0,0.0
JNE3678-TU-XL,2022-05,P90,19.0,19.0,0.0
JNE3678-TU-XS,2022-06,P80,1.0,1.0,0.0
JNE3678-TU-XS,2022-06,P90,1.0,1.0,0.0
JNE3678-TU-XXL,2022-06,P80,19.0,19.0,0.0
JNE3678-TU-XXL,2022-06,P90,19.0,19.0,0.0
JNE3678-TU-XXXL,2022-04,P80,1.0,1.0,0.0
JNE3678-TU-XXXL,2022-04,P90,1.0,1.0,0.0
JNE3678-TU-XXXL,2022-05,P80,1.0,1.0,0.0
JNE3678-TU-XXXL,2022-05,P90,1.0,1.0,0.0
JNE3679-TU-L,2022-04,P80,15.0,15.0,0.0
JNE3679-TU-L,2022-04,P90,23.0,23.0,0.0
JNE3679-TU-L,2022-05,P80,24.0,24.0,0.0
JNE3679-TU-L,2022-05,P90,24.0,24.0,0.0
JNE3679-TU-M,2022-05,P80,25.0,25.0,0.0
JNE3679-TU-M,2022-05,P90,25.0,25.0,0.0
JNE3679-TU-S,2022-04,P80,1.0,1.0,0.0
JNE3679-TU-S,2022-04,P90,1.0,1.0,0.0
JNE3679-TU-S,2022-05,P80,1.0,1.0,0.0
JNE3679-TU-S,2022-05,P90,1.0,1.0,0.0
JNE3680-TU-A-L,2022-04,P80,1.0,1.0,0.0
JNE3680-TU-A-L,2022-04,P90,1.0,1.0,0.0
JNE3680-TU-A-L,2022-05,P80,23.0,23.0,0.0
JNE3680-TU-A-L,2022-05,P90,23.0,23.0,0.0
JNE3680-TU-A-L,2022-06,P80,1.0,1.0,0.0
JNE3680-TU-A-L,2022-06,P90,1.0,1.0,0.0
JNE3680-TU-M,2022-04,P80,1.0,1.0,0.0
JNE3680-TU-M,2022-04,P90,1.0,1.0,0.0
JNE3680-TU-M,2022-05,P80,18.0,18.0,0.0
JNE3680-TU-M,2022-05,P90,24.0,24.0,0.0
JNE3680-TU-M,2022-06,P80,0.0,0.0,0.0
JNE3680-TU-M,2022-06,P90,0.0,0.0,0.0
JNE3680-TU-S,2022-04,P80,0.0,0.0,0.0
JNE3680-TU-S,2022-04,P90,0.0,0.0,0.0
JNE3680-TU-S,2022-05,P80,1.0,1.0,0.0
JNE3680-TU-S,2022-05,P90,1.0,1.0,0.0
JNE3680-TU-S,2022-06,P80,0.0,0.0,0.0
JNE3680-TU-S,2022-06,P90,0.0,0.0,0.0
JNE3680-TU-XL,2022-04,P80,16.0,16.0,0.0
JNE3680-TU-XL,2022-04,P90,16.0,16.0,0.0
JNE3680-TU-XL,2022-05,P80,1.0,1.0,0.0
JNE3680-TU-XL,2022-05,P90,1.0,1.0,0.0
JNE3680-TU-XL,2022-06,P80,1.0,1.0,0.0
JNE3680-TU-XL,2022-06,P90,22.0,22.0,0.0
JNE3680-TU-XS,2022-04,P80,1.0,1.0,0.0
JNE3680-TU-XS,2022-04,P90,1.0,1.0,0.0
JNE3680-TU-XS,2022-05,P80,1.0,1.0,0.0
JNE3680-TU-XS,2022-05,P90,1.0,1.0,0.0
JNE3680-TU-XXL,2022-04,P80,18.0,18.0,0.0
JNE3680-TU-XXL,2022-04,P90,19.0,19.0,0.0
JNE3680-TU-XXL,2022-05,P80,1.0,1.0,0.0
JNE3680-TU-XXL,2022-05,P90,1.0,1.0,0.0
JNE3680-TU-XXL,2022-06,P80,0.0,0.0,0.0
JNE3680-TU-XXL,2022-06,P90,0.0,0.0,0.0
JNE3680-TU-XXXL,2022-04,P80,1.0,1.0,0.0
JNE3680-TU-XXXL,2022-04,P90,11.0,11.0,0.0
JNE3680-TU-XXXL,2022-05,P80,1.0,1.0,0.0
JNE3680-TU-XXXL,2022-05,P90,1.0,1.0,0.0
JNE3680-TU-XXXL,2022-06,P80,0.0,0.0,0.0
JNE3680-TU-XXXL,2022-06,P90,0.0,0.0,0.0
JNE3683-TU-S,2022-04,P80,0.0,0.0,0.0
JNE3683-TU-S,2022-04,P90,0.0,0.0,0.0
JNE3683-TU-S,2022-05,P80,1.0,1.0,0.0
JNE3683-TU-S,2022-05,P90,1.0,1.0,0.0
JNE3683-TU-XL,2022-04,P80,0.0,0.0,0.0
JNE3683-TU-XL,2022-04,P90,0.0,0.0,0.0
JNE3683-TU-XS,2022-04,P80,1.0,1.0,0.0
JNE3683-TU-XS,2022-04,P90,1.0,1.0,0.0
JNE3683-TU-XS,2022-05,P80,1.0,1.0,0.0
JNE3683-TU-XS,2022-05,P90,1.0,1.0,0.0
JNE3683-TU-XS,2022-06,P80,0.0,0.0,0.0
JNE3683-TU-XS,2022-06,P90,0.0,0.0,0.0
JNE3684-TU-L,2022-04,P80,17.0,17.0,0.0
JNE3684-TU-L,2022-04,P90,20.0,20.0,0.0
JNE3684-TU-M,2022-04,P80,16.0,16.0,0.0
JNE3684-TU-M,2022-04,P90,16.0,16.0,0.0
JNE3684-TU-M,2022-05,P80,20.0,20.0,0.0
JNE3684-TU-M,2022-05,P90,20.0,20.0,0.0
JNE3684-TU-M,2022-06,P80,18.0,18.0,0.0
JNE3684-TU-M,2022-06,P90,18.0,18.0,0.0
JNE3684-TU-S,2022-03,P80,0.0,0.0,0.0
JNE3684-TU-S,2022-03,P90,0.0,0.0,0.0
JNE3684-TU-S,2022-04,P80,1.0,1.0,0.0
JNE3684-TU-S,2022-04,P90,1.0,1.0,0.0
JNE3684-TU-S,2022-05,P80,18.0,18.0,0.0
JNE3684-TU-S,2022-05,P90,18.0,18.0,0.0
JNE3684-TU-XL,2022-04,P80,1.0,1.0,0.0
JNE3684-TU-XL,2022-04,P90,1.0,1.0,0.0
JNE3684-TU-XS,2022-04,P80,18.0,18.0,0.0
JNE3684-TU-XS,2022-04,P90,18.0,18.0,0.0
JNE3684-TU-XS,2022-05,P80,1.0,1.0,0.0
JNE3684-TU-XS,2022-05,P90,1.0,1.0,0.0
JNE3684-TU-XS,2022-06,P80,24.0,24.0,0.0
JNE3684-TU-XS,2022-06,P90,24.0,24.0,0.0
JNE3684-TU-XXXL,2022-04,P80,19.0,19.0,0.0
JNE3684-TU-XXXL,2022-04,P90,19.0,19.0,0.0
JNE3684-TU-XXXL,2022-05,P80,23.0,23.0,0.0
JNE3684-TU-XXXL,2022-05,P90,23.0,23.0,0.0
JNE3686-TU-L,2022-04,P80,0.0,0.0,0.0
JNE3686-TU-L,2022-04,P90,0.0,0.0,0.0
JNE3686-TU-L,2022-05,P80,21.0,21.0,0.0
JNE3686-TU-L,2022-05,P90,21.0,21.0,0.0
JNE3686-TU-M,2022-04,P80,17.0,17.0,0.0
JNE3686-TU-M,2022-04,P90,17.0,17.0,0.0
JNE3686-TU-M,2022-05,P80,20.0,20.0,0.0
JNE3686-TU-M,2022-05,P90,20.0,20.0,0.0
JNE3686-TU-M,2022-06,P80,1.0,1.0,0.0
JNE3686-TU-M,2022-06,P90,1.0,1.0,0.0
JNE3686-TU-S,2022-05,P80,16.0,16.0,0.0
JNE3686-TU-S,2022-05,P90,16.0,16.0,0.0
JNE3686-TU-XL,2022-04,P80,1.0,1.0,0.0
JNE3686-TU-XL,2022-04,P90,25.0,25.0,0.0
JNE3686-TU-XL,2022-05,P80,20.0,20.0,0.0
JNE3686-TU-XL,2022-05,P90,20.0,20.0,0.0
JNE3686-TU-XS,2022-04,P80,0.0,0.0,0.0
JNE3686-TU-XS,2022-04,P90,0.0,0.0,0.0
JNE3686-TU-XS,2022-05,P80,1.0,1.0,0.0
JNE3686-TU-XS,2022-05,P90,1.0,1.0,0.0
JNE3686-TU-XXL,2022-03,P80,22.0,22.0,0.0
JNE3686-TU-XXL,2022-03,P90,22.0,22.0,0.0
JNE3686-TU-XXL,2022-04,P80,17.0,17.0,0.0
JNE3686-TU-XXL,2022-04,P90,17.0,17.0,0.0
JNE3686-TU-XXL,2022-05,P80,22.0,22.0,0.0
JNE3686-TU-XXL,2022-05,P90,22.0,22.0,0.0
JNE3686-TU-XXL,2022-06,P80,18.0,18.0,0.0
JNE3686-TU-XXL,2022-06,P90,18.0,18.0,0.0
JNE3686-TU-XXXL,2022-04,P80,16.0,16.0,0.0
JNE3686-TU-XXXL,2022-04,P90,16.0,16.0,0.0
JNE3686-TU-XXXL,2022-05,P80,18.0,18.0,0.0
JNE3686-TU-XXXL,2022-05,P90,18.0,18.0,0.0
JNE3687-TU-L,2022-03,P80,0.0,0.0,0.0
JNE3687-TU-L,2022-03,P90,0.0,0.0,0.0
JNE3687-TU-L,2022-04,P80,18.0,18.0,0.0
JNE3687-TU-L,2022-04,P90,18.0,18.0,0.0
JNE3687-TU-L,2022-05,P80,1.0,1.0,0.0
JNE3687-TU-L,2022-05,P90,1.0,1.0,0.0
JNE3687-TU-L,2022-06,P80,1.0,1.0,0.0
JNE3687-TU-L,2022-06,P90,1.0,1.0,0.0
JNE3687-TU-M,2022-04,P80,0.0,0.0,0.0
JNE3687-TU-M,2022-04,P90,0.0,0.0,0.0
JNE3687-TU-M,2022-06,P80,1.0,1.0,0.0
JNE3687-TU-M,2022-06,P90,1.0,1.0,0.0
JNE3687-TU-S,2022-06,P80,17.0,17.0,0.0
JNE3687-TU-S,2022-06,P90,17.0,17.0,0.0
JNE3687-TU-XL,2022-04,P80,0.0,0.0,0.0
JNE3687-TU-XL,2022-04,P90,0.0,0.0,0.0
JNE3687-TU-XL,2022-05,P80,1.0,1.0,0.0
JNE3687-TU-XL,2022-05,P90,1.0,1.0,0.0
JNE3687-TU-XL,2022-06,P80,1.0,1.0,0.0
JNE3687-TU-XL,2022-06,P90,1.0,1.0,0.0
JNE3687-TU-XS,2022-04,P80,1.0,1.0,0.0
JNE3687-TU-XS,2022-04,P90,1.0,1.0,0.0
JNE3687-TU-XXL,2022-04,P80,0.0,0.0,0.0
JNE3687-TU-XXL,2022-04,P90,0.0,0.0,0.0
JNE3687-TU-XXL,2022-05,P80,1.0,1.0,0.0
JNE3687-TU-XXL,2022-05,P90,1.0,1.0,0.0
JNE3687-TU-XXXL,2022-05,P80,25.0,25.0,0.0
JNE3687-TU-XXXL,2022-05,P90,25.0,25.0,0.0
JNE3688-TU-L,2022-04,P80,22.0,22.0,0.0
JNE3688-TU-L,2022-04,P90,22.0,22.0,0.0
JNE3688-TU-L,2022-06,P80,1.0,1.0,0.0
JNE3688-TU-L,2022-06,P90,20.0,20.0,0.0
JNE3688-TU-M,2022-04,P80,1.0,1.0,0.0
JNE3688-TU-M,2022-04,P90,1.0,1.0,0.0
JNE3688-TU-M,2022-06,P80,1.0,1.0,0.0
JNE3688-TU-M,2022-06,P90,1.0,1.0,0.0
JNE3688-TU-S,2022-06,P80,24.0,24.0,0.0
JNE3688-TU-S,2022-06,P90,24.0,24.0,0.0
JNE3688-TU-XL,2022-04,P80,1.0,1.0,0.0
JNE3688-TU-XL,2022-04,P90,21.0,21.0,0.0
JNE3688-TU-XS,2022-04,P80,21.0,21.0,0.0
JNE3688-TU-XS,2022-04,P90,31.0,31.0,0.0
JNE3688-TU-XS,2022-05,P80,1.0,1.0,0.0
JNE3688-TU-XS,2022-05,P90,1.0,1.0,0.0
JNE3688-TU-XS,2022-06,P80,28.0,28.0,0.0
JNE3688-TU-XS,2022-06,P90,28.0,28.0,0.0
JNE3688-TU-XXL,2022-04,P80,17.0,17.0,0.0
JNE3688-TU-XXL,2022-04,P90,24.0,24.0,0.0
JNE3688-TU-XXL,2022-06,P80,1.0,1.0,0.0
JNE3688-TU-XXL,2022-06,P90,1.0,1.0,0.0
JNE3688-TU-XXXL,2022-04,P80,22.0,22.0,0.0
JNE3688-TU-XXXL,2022-04,P90,22.0,22.0,0.0
JNE3688-TU-XXXL,2022-06,P80,26.0,26.0,0.0
JNE3688-TU-XXXL,2022-06,P90,26.0,26.0,0.0
JNE3689-TU-L,2022-04,P80,19.0,19.0,0.0
JNE3689-TU-L,2022-04,P90,23.0,23.0,0.0
JNE3689-TU-L,2022-05,P80,21.0,21.0,0.0
JNE3689-TU-L,2022-05,P90,21.0,21.0,0.0
JNE3689-TU-L,2022-06,P80,1.0,1.0,0.0
JNE3689-TU-L,2022-06,P90,18.0,18.0,0.0
JNE3689-TU-M,2022-04,P80,1.0,1.0,0.0
JNE3689-TU-M,2022-04,P90,1.0,1.0,0.0
JNE3689-TU-M,2022-05,P80,1.0,1.0,0.0
JNE3689-TU-M,2022-05,P90,23.0,23.0,0.0
JNE3689-TU-M,2022-06,P80,0.0,0.0,0.0
JNE3689-TU-M,2022-06,P90,1.0,1.0,0.0
JNE3689-TU-S,2022-04,P80,28.0,28.0,0.0
JNE3689-TU-S,2022-04,P90,28.0,28.0,0.0
JNE3689-TU-S,2022-05,P80,18.0,18.0,0.0
JNE3689-TU-S,2022-05,P90,23.0,23.0,0.0
JNE3689-TU-S,2022-06,P80,0.0,0.0,0.0
JNE3689-TU-S,2022-06,P90,0.0,0.0,0.0
JNE3689-TU-XL,2022-04,P80,14.0,14.0,0.0
JNE3689-TU-XL,2022-04,P90,14.0,14.0,0.0
JNE3689-TU-XL,2022-05,P80,23.0,23.0,0.0
JNE3689-TU-XL,2022-05,P90,23.0,23.0,0.0
JNE3689-TU-XL,2022-06,P80,0.0,0.0,0.0
JNE3689-TU-XL,2022-06,P90,28.0,28.0,0.0
JNE3689-TU-XS,2022-04,P80,1.0,1.0,0.0
JNE3689-TU-XS,2022-04,P90,1.0,1.0,0.0
JNE3689-TU-XS,2022-05,P80,19.0,19.0,0.0
JNE3689-TU-XS,2022-05,P90,19.0,19.0,0.0
JNE3689-TU-XS,2022-06,P80,1.0,1.0,0.0
JNE3689-TU-XS,2022-06,P90,1.0,1.0,0.0
JNE3689-TU-XXL,2022-04,P80,11.0,11.0,0.0
JNE3689-TU-XXL,2022-04,P90,21.0,21.0,0.0
JNE3689-TU-XXL,2022-05,P80,1.0,1.0,0.0
JNE3689-TU-XXL,2022-05,P90,1.0,1.0,0.0
JNE3689-TU-XXL,2022-06,P80,1.0,1.0,0.0
JNE3689-TU-XXL,2022-06,P90,1.0,1.0,0.0
JNE3689-TU-XXXL,2022-04,P80,0.0,0.0,0.0
JNE3689-TU-XXXL,2022-04,P90,24.0,24.0,0.0
JNE3689-TU-XXXL,2022-05,P80,20.0,20.0,0.0
JNE3689-TU-XXXL,2022-05,P90,20.0,20.0,0.0
JNE3689-TU-XXXL,2022-06,P80,1.0,1.0,0.0
JNE3689-TU-XXXL,2022-06,P90,1.0,1.0,0.0
JNE3690-TU-L,2022-04,P80,1.0,1.0,0.0
JNE3690-TU-L,2022-04,P90,23.0,23.0,0.0
JNE3690-TU-L,2022-05,P80,26.0,26.0,0.0
JNE3690-TU-L,2022-05,P90,30.0,30.0,0.0
JNE3690-TU-L,2022-06,P80,0.0,0.0,0.0
JNE3690-TU-L,2022-06,P90,0.0,0.0,0.0
