sku,month,percentile_level,approx_threshold,exact_threshold,threshold_delta
AN201-RED-M,2022-04,P80,1.0,1.0,0.0
AN201-RED-M,2022-04,P90,1.0,1.0,0.0
AN201-RED-M,2022-05,P80,19.0,19.0,0.0
AN201-RED-M,2022-05,P90,19.0,19.0,0.0
AN201-RED-XL,2022-06,P80,1.0,1.0,0.0
AN201-RED-XL,2022-06,P90,1.0,1.0,0.0
AN201-RED-XXL,2022-05,P80,23.0,23.0,0.0
AN201-RED-XXL,2022-05,P90,23.0,23.0,0.0
AN202-ORANGE-M,2022-04,P80,18.0,18.0,0.0
AN202-ORANGE-M,2022-04,P90,18.0,18.0,0.0
AN202-ORANGE-M,2022-05,P80,22.0,22.0,0.0
AN202-ORANGE-M,2022-05,P90,22.0,22.0,0.0
AN202-ORANGE-S,2022-04,P80,0.0,0.0,0.0
AN202-ORANGE-S,2022-04,P90,0.0,0.0,0.0
AN202-ORANGE-S,2022-05,P80,1.0,1.0,0.0
AN202-ORANGE-S,2022-05,P90,1.0,1.0,0.0
AN202-ORANGE-XXL,2022-04,P80,1.0,1.0,0.0
AN202-ORANGE-XXL,2022-04,P90,1.0,1.0,0.0
AN203-MAROON-XXL,2022-05,P80,30.0,30.0,0.0
AN203-MAROON-XXL,2022-05,P90,30.0,30.0,0.0
AN204-PURPLE-L,2022-05,P80,22.0,22.0,0.0
AN204-PURPLE-L,2022-05,P90,22.0,22.0,0.0
AN204-PURPLE-L,2022-06,P80,17.0,17.0,0.0
AN204-PURPLE-L,2022-06,P90,17.0,17.0,0.0
AN204-PURPLE-M,2022-06,P80,22.0,22.0,0.0
AN204-PURPLE-M,2022-06,P90,22.0,22.0,0.0
AN204-PURPLE-S,2022-06,P80,25.0,25.0,0.0
AN204-PURPLE-S,2022-06,P90,25.0,25.0,0.0
AN204-PURPLE-XL,2022-05,P80,0.0,0.0,0.0
AN204-PURPLE-XL,2022-05,P90,0.0,0.0,0.0
AN204-PURPLE-XXL,2022-06,P80,28.0,28.0,0.0
AN204-PURPLE-XXL,2022-06,P90,28.0,28.0,0.0
AN205-YELLOW-S,2022-04,P80,0.0,0.0,0.0
AN205-YELLOW-S,2022-04,P90,0.0,0.0,0.0
AN205-YELLOW-XL,2022-05,P80,1.0,1.0,0.0
AN205-YELLOW-XL,2022-05,P90,1.0,1.0,0.0
AN205-YELLOW-XL,2022-06,P80,29.0,29.0,0.0
AN205-YELLOW-XL,2022-06,P90,29.0,29.0,0.0
AN205-YELLOW-XXL,2022-06,P80,0.0,0.0,0.0
AN205-YELLOW-XXL,2022-06,P90,0.0,0.0,0.0
AN206-GREEN-M,2022-04,P80,0.0,0.0,0.0
AN206-GREEN-M,2022-04,P90,0.0,0.0,0.0
AN206-GREEN-S,2022-06,P80,15.0,15.0,0.0
AN206-GREEN-S,2022-06,P90,15.0,15.0,0.0
AN206-GREEN-XL,2022-06,P80,29.0,29.0,0.0
AN206-GREEN-XL,2022-06,P90,29.0,29.0,0.0
AN207-PINK-L,2022-05,P80,23.0,23.0,0.0
AN207-PINK-L,2022-05,P90,23.0,23.0,0.0
AN207-PINK-S,2022-06,P80,19.0,19.0,0.0
AN207-PINK-S,2022-06,P90,19.0,19.0,0.0
AN207-PINK-XXL,2022-05,P80,30.0,30.0,0.0
AN207-PINK-XXL,2022-05,P90,30.0,30.0,0.0
AN208-MUSTARD-L,2022-05,P80,0.0,0.0,0.0
AN208-MUSTARD-L,2022-05,P90,0.0,0.0,0.0
AN208-MUSTARD-M,2022-04,P80,1.0,1.0,0.0
AN208-MUSTARD-M,2022-04,P90,1.0,1.0,0.0
AN208-MUSTARD-S,2022-04,P80,0.0,0.0,0.0
AN208-MUSTARD-S,2022-04,P90,0.0,0.0,0.0
AN208-MUSTARD-S,2022-05,P80,0.0,0.0,0.0
AN208-MUSTARD-S,2022-05,P90,0.0,0.0,0.0
AN208-MUSTARD-XL,2022-04,P80,1.0,1.0,0.0
AN208-MUSTARD-XL,2022-04,P90,1.0,1.0,0.0
AN208-MUSTARD-XL,2022-06,P80,0.0,0.0,0.0
AN208-MUSTARD-XL,2022-06,P90,0.0,0.0,0.0
AN208-MUSTARD-XXL,2022-04,P80,23.0,23.0,0.0
AN208-MUSTARD-XXL,2022-04,P90,23.0,23.0,0.0
AN208-MUSTARD-XXL,2022-05,P80,28.0,28.0,0.0
AN208-MUSTARD-XXL,2022-05,P90,28.0,28.0,0.0
AN209-BIEGE-XL,2022-04,P80,1.0,1.0,0.0
AN209-BIEGE-XL,2022-04,P90,1.0,1.0,0.0
AN209-BIEGE-XL,2022-05,P80,19.0,19.0,0.0
AN209-BIEGE-XL,2022-05,P90,19.0,19.0,0.0
AN209-BIEGE-XL,2022-06,P80,20.0,20.0,0.0
AN209-BIEGE-XL,2022-06,P90,20.0,20.0,0.0
AN209-BIEGE-XXL,2022-05,P80,16.0,16.0,0.0
AN209-BIEGE-XXL,2022-05,P90,16.0,16.0,0.0
AN210-NAVY-M,2022-05,P80,0.0,0.0,0.0
AN210-NAVY-M,2022-05,P90,0.0,0.0,0.0
AN210-NAVY-XL,2022-06,P80,0.0,0.0,0.0
AN210-NAVY-XL,2022-06,P90,0.0,0.0,0.0
AN211-BLACK-L,2022-05,P80,21.0,21.0,0.0
AN211-BLACK-L,2022-05,P90,21.0,21.0,0.0
AN211-BLACK-L,2022-06,P80,23.0,23.0,0.0
AN211-BLACK-L,2022-06,P90,23.0,23.0,0.0
AN211-BLACK-S,2022-05,P80,19.0,19.0,0.0
AN211-BLACK-S,2022-05,P90,19.0,19.0,0.0
AN211-BLACK-S,2022-06,P80,30.0,30.0,0.0
AN211-BLACK-S,2022-06,P90,30.0,30.0,0.0
AN211-BLACK-XL,2022-06,P80,21.0,21.0,0.0
AN211-BLACK-XL,2022-06,P90,21.0,21.0,0.0
AN211-BLACK-XXL,2022-05,P80,30.0,30.0,0.0
AN211-BLACK-XXL,2022-05,P90,30.0,30.0,0.0
AN211-BLACK-XXL,2022-06,P80,18.0,18.0,0.0
AN211-BLACK-XXL,2022-06,P90,18.0,18.0,0.0
AN212-WHITE-L,2022-06,P80,0.0,0.0,0.0
AN212-WHITE-L,2022-06,P90,0.0,0.0,0.0
AN212-WHITE-M,2022-06,P80,19.0,19.0,0.0
AN212-WHITE-M,2022-06,P90,19.0,19.0,0.0
AN212-WHITE-S,2022-06,P80,0.0,0.0,0.0
AN212-WHITE-S,2022-06,P90,0.0,0.0,0.0
AN212-WHITE-XL,2022-06,P80,29.0,29.0,0.0
AN212-WHITE-XL,2022-06,P90,29.0,29.0,0.0
AN212-WHITE-XXL,2022-06,P80,1.0,1.0,0.0
AN212-WHITE-XXL,2022-06,P90,1.0,1.0,0.0
AN213-BROWN-L,2022-05,P80,20.0,20.0,0.0
AN213-BROWN-L,2022-05,P90,22.0,22.0,0.0
AN213-BROWN-M,2022-05,P80,15.0,15.0,0.0
AN213-BROWN-M,2022-05,P90,15.0,15.0,0.0
AN213-BROWN-S,2022-04,P80,1.0,1.0,0.0
AN213-BROWN-S,2022-04,P90,1.0,1.0,0.0
AN213-BROWN-S,2022-05,P80,21.0,21.0,0.0
AN213-BROWN-S,2022-05,P90,21.0,21.0,0.0
AN213-BROWN-S,2022-06,P80,1.0,1.0,0.0
AN213-BROWN-S,2022-06,P90,1.0,1.0,0.0
AN213-BROWN-XL,2022-05,P80,16.0,16.0,0.0
AN213-BROWN-XL,2022-05,P90,16.0,16.0,0.0
BL001-50PINK,2022-04,P80,1.0,1.0,0.0
BL001-50PINK,2022-04,P90,1.0,1.0,0.0
BL003-50BLACK,2022-04,P80,0.0,0.0,0.0
BL003-50BLACK,2022-04,P90,0.0,0.0,0.0
BL003-50BLACK-B,2022-04,P80,20.0,20.0,0.0
BL003-50BLACK-B,2022-04,P90,23.0,23.0,0.0
BL004-50CHIKU-B,2022-04,P80,0.0,0.0,0.0
BL004-50CHIKU-B,2022-04,P90,0.0,0.0,0.0
BL006-54BLACK,2022-04,P80,16.0,16.0,0.0
BL006-54BLACK,2022-04,P90,16.0,16.0,0.0
BL006-54BLACK,2022-05,P80,0.0,0.0,0.0
BL006-54BLACK,2022-05,P90,0.0,0.0,0.0
BL006-54BLACK,2022-06,P80,0.0,0.0,0.0
BL006-54BLACK,2022-06,P90,0.0,0.0,0.0
BL006-54BLACK-B,2022-04,P80,1.0,1.0,0.0
BL006-54BLACK-B,2022-04,P90,1.0,1.0,0.0
BL007-61PINK-B,2022-04,P80,1.0,1.0,0.0
BL007-61PINK-B,2022-04,P90,1.0,1.0,0.0
BL008-61RED-B,2022-04,P80,0.0,0.0,0.0
BL008-61RED-B,2022-04,P90,0.0,0.0,0.0
BL009-61BLACK,2022-04,P80,20.0,20.0,0.0
BL009-61BLACK,2022-04,P90,20.0,20.0,0.0
BL009-61BLACK,2022-05,P80,1.0,1.0,0.0
BL009-61BLACK,2022-05,P90,1.0,1.0,0.0
BL009-61BLACK-B,2022-04,P80,20.0,20.0,0.0
BL009-61BLACK-B,2022-04,P90,29.0,29.0,0.0
BL009-61BLACK-B,2022-05,P80,26.0,26.0,0.0
BL009-61BLACK-B,2022-05,P90,27.0,27.0,0.0
BL009-61BLACK-B,2022-06,P80,26.0,26.0,0.0
BL009-61BLACK-B,2022-06,P90,26.0,26.0,0.0
BL010-61CHIKU-B,2022-05,P80,1.0,1.0,0.0
BL010-61CHIKU-B,2022-05,P90,1.0,1.0,0.0
BL010-61CHIKU-B,2022-06,P80,26.0,26.0,0.0
BL010-61CHIKU-B,2022-06,P90,26.0,26.0,0.0
BL011-62PINK-B,2022-05,P80,0.0,0.0,0.0
BL011-62PINK-B,2022-05,P90,0.0,0.0,0.0
BL013-62BLACK,2022-04,P80,14.0,14.0,0.0
BL013-62BLACK,2022-04,P90,15.0,15.0,0.0
BL013-62BLACK,2022-05,P80,0.0,0.0,0.0
BL013-62BLACK,2022-05,P90,0.0,0.0,0.0
BL015-63PINK,2022-04,P80,1.0,1.0,0.0
BL015-63PINK,2022-04,P90,1.0,1.0,0.0
BL016-63RED-B,2022-05,P80,1.0,1.0,0.0
BL016-63RED-B,2022-05,P90,1.0,1.0,0.0
BL017-63BLACK,2022-04,P80,1.0,1.0,0.0
BL017-63BLACK,2022-04,P90,1.0,1.0,0.0
BL017-63BLACK-B,2022-04,P80,1.0,1.0,0.0
BL017-63BLACK-B,2022-04,P90,1.0,1.0,0.0
BL019-71PINK,2022-04,P80,0.0,0.0,0.0
BL019-71PINK,2022-04,P90,0.0,0.0,0.0
BL019-71PINK,2022-06,P80,0.0,0.0,0.0
BL019-71PINK,2022-06,P90,0.0,0.0,0.0
BL019-71PINK-B,2022-04,P80,24.0,24.0,0.0
BL019-71PINK-B,2022-04,P90,24.0,24.0,0.0
BL019-71PINK-B,2022-05,P80,0.0,0.0,0.0
BL019-71PINK-B,2022-05,P90,0.0,0.0,0.0
BL020-71RED,2022-04,P80,0.0,0.0,0.0
BL020-71RED,2022-04,P90,0.0,0.0,0.0
BL020-71RED-B,2022-04,P80,0.0,0.0,0.0
BL020-71RED-B,2022-04,P90,0.0,0.0,0.0
BL021-71BLACK,2022-04,P80,1.0,1.0,0.0
BL021-71BLACK,2022-04,P90,1.0,1.0,0.0
BL021-71BLACK,2022-05,P80,0.0,0.0,0.0
BL021-71BLACK,2022-05,P90,1.0,1.0,0.0
BL021-71BLACK,2022-06,P80,1.0,1.0,0.0
BL021-71BLACK,2022-06,P90,1.0,1.0,0.0
BL021-71BLACK-B,2022-04,P80,0.0,0.0,0.0
BL021-71BLACK-B,2022-04,P90,0.0,0.0,0.0
BL022-71BEIGE,2022-04,P80,23.0,23.0,0.0
BL022-71BEIGE,2022-04,P90,23.0,23.0,0.0
BL022-71BEIGE,2022-06,P80,1.0,1.0,0.0
BL022-71BEIGE,2022-06,P90,1.0,1.0,0.0
BL023-74PINK-B,2022-04,P80,0.0,0.0,0.0
BL023-74PINK-B,2022-04,P90,0.0,0.0,0.0
BL024-74RED,2022-04,P80,0.0,0.0,0.0
BL024-74RED,2022-04,P90,0.0,0.0,0.0
BL024-74RED-B,2022-05,P80,0.0,0.0,0.0
BL024-74RED-B,2022-05,P90,0.0,0.0,0.0
BL025-74BLACK,2022-06,P80,18.0,18.0,0.0
BL025-74BLACK,2022-06,P90,18.0,18.0,0.0
BL025-74BLACK-B,2022-04,P80,17.0,17.0,0.0
BL025-74BLACK-B,2022-04,P90,17.0,17.0,0.0
BL025-74BLACK-B,2022-05,P80,19.0,19.0,0.0
BL025-74BLACK-B,2022-05,P90,19.0,19.0,0.0
BL026-74BEIGE,2022-04,P80,1.0,1.0,0.0
BL026-74BEIGE,2022-04,P90,1.0,1.0,0.0
BL026-74BEIGE-B,2022-04,P80,0.0,0.0,0.0
BL026-74BEIGE-B,2022-04,P90,0.0,0.0,0.0
BL026-74BEIGE-B,2022-05,P80,1.0,1.0,0.0
BL026-74BEIGE-B,2022-05,P90,1.0,1.0,0.0
BL029-78BLACK,2022-04,P80,20.0,20.0,0.0
BL029-78BLACK,2022-04,P90,20.0,20.0,0.0
BL029-78BLACK-B,2022-04,P80,1.0,1.0,0.0
BL029-78BLACK-B,2022-04,P90,1.0,1.0,0.0
BL035-161GOLD,2022-04,P80,1.0,1.0,0.0
BL035-161GOLD,2022-04,P90,1.0,1.0,0.0
BL035-161GOLD,2022-05,P80,1.0,1.0,0.0
BL035-161GOLD,2022-05,P90,15.0,15.0,0.0
BL035-161GOLD,2022-06,P80,1.0,1.0,0.0
BL035-161GOLD,2022-06,P90,1.0,1.0,0.0
BL036-176GOLD,2022-04,P80,21.0,21.0,0.0
BL036-176GOLD,2022-04,P90,21.0,21.0,0.0
BL036-176GOLD,2022-05,P80,1.0,1.0,0.0
BL036-176GOLD,2022-05,P90,1.0,1.0,0.0
BL036-176GOLD,2022-06,P80,23.0,23.0,0.0
BL036-176GOLD,2022-06,P90,23.0,23.0,0.0
BL041-65RED-A,2022-04,P80,1.0,1.0,0.0
BL041-65RED-A,2022-04,P90,1.0,1.0,0.0
BL041-65RED-A,2022-05,P80,1.0,1.0,0.0
BL041-65RED-A,2022-05,P90,21.0,21.0,0.0
BL050-83RED-A,2022-04,P80,1.0,1.0,0.0
BL050-83RED-A,2022-04,P90,1.0,1.0,0.0
BL053-153GOLD-A,2022-04,P80,25.0,25.0,0.0
BL053-153GOLD-A,2022-04,P90,25.0,25.0,0.0
BL053-153GOLD-A,2022-06,P80,1.0,1.0,0.0
BL053-153GOLD-A,2022-06,P90,1.0,1.0,0.0
BL055-164GOLD-A,2022-04,P80,1.0,1.0,0.0
BL055-164GOLD-A,2022-04,P90,1.0,1.0,0.0
BL055-164GOLD-A,2022-05,P80,16.0,16.0,0.0
BL055-164GOLD-A,2022-05,P90,16.0,16.0,0.0
BL056-185GOLD,2022-04,P80,1.0,1.0,0.0
BL056-185GOLD,2022-04,P90,1.0,1.0,0.0
BL057-65BLACK-A,2022-04,P80,0.0,0.0,0.0
BL057-65BLACK-A,2022-04,P90,1.0,1.0,0.0
BL057-65BLACK-A,2022-05,P80,28.0,28.0,0.0
BL057-65BLACK-A,2022-05,P90,28.0,28.0,0.0
BL057-65BLACK-A,2022-06,P80,23.0,23.0,0.0
BL057-65BLACK-A,2022-06,P90,23.0,23.0,0.0
BL060-75RED,2022-04,P80,0.0,0.0,0.0
BL060-75RED,2022-04,P90,0.0,0.0,0.0
BL073-85BLACK,2022-04,P80,1.0,1.0,0.0
BL073-85BLACK,2022-04,P90,1.0,1.0,0.0
BL074-85RED,2022-04,P80,0.0,0.0,0.0
BL074-85RED,2022-04,P90,0.0,0.0,0.0
BL075-85CHIKU,2022-05,P80,21.0,21.0,0.0
BL075-85CHIKU,2022-05,P90,21.0,21.0,0.0
BL079-87RED,2022-04,P80,1.0,1.0,0.0
BL079-87RED,2022-04,P90,1.0,1.0,0.0
BL079-87RED,2022-06,P80,1.0,1.0,0.0
BL079-87RED,2022-06,P90,1.0,1.0,0.0
BL085-S,2022-06,P80,1.0,1.0,0.0
BL085-S,2022-06,P90,1.0,1.0,0.0
BL086-XL,2022-04,P80,1.0,1.0,0.0
BL086-XL,2022-04,P90,1.0,1.0,0.0
BL086-XXL,2022-04,P80,1.0,1.0,0.0
BL086-XXL,2022-04,P90,1.0,1.0,0.0
BL087-L,2022-06,P80,1.0,1.0,0.0
BL087-L,2022-06,P90,1.0,1.0,0.0
BL087-M,2022-04,P80,1.0,1.0,0.0
BL087-M,2022-04,P90,1.0,1.0,0.0
BL087-M,2022-05,P80,1.0,1.0,0.0
BL087-M,2022-05,P90,1.0,1.0,0.0
BL087-M,2022-06,P80,19.0,19.0,0.0
BL087-M,2022-06,P90,19.0,19.0,0.0
BL087-S,2022-06,P80,1.0,1.0,0.0
BL087-S,2022-06,P90,1.0,1.0,0.0
BL087-XS,2022-06,P80,0.0,0.0,0.0
BL087-XS,2022-06,P90,0.0,0.0,0.0
BL087-XXL,2022-04,P80,1.0,1.0,0.0
BL087-XXL,2022-04,P90,1.0,1.0,0.0
BL087-XXL,2022-06,P80,0.0,0.0,0.0
BL087-XXL,2022-06,P90,0.0,0.0,0.0
BL089-M,2022-06,P80,1.0,1.0,0.0
BL089-M,2022-06,P90,1.0,1.0,0.0
BL089-XS,2022-05,P80,1.0,1.0,0.0
BL089-XS,2022-05,P90,1.0,1.0,0.0
BL089-XXL,2022-04,P80,1.0,1.0,0.0
BL089-XXL,2022-04,P90,1.0,1.0,0.0
BL090-M,2022-04,P80,1.0,1.0,0.0
BL090-M,2022-04,P90,1.0,1.0,0.0
BL090-M,2022-05,P80,1.0,1.0,0.0
BL090-M,2022-05,P90,1.0,1.0,0.0
BL090-M,2022-06,P80,0.0,0.0,0.0
BL090-M,2022-06,P90,0.0,0.0,0.0
BL090-S,2022-04,P80,0.0,0.0,0.0
BL090-S,2022-04,P90,0.0,0.0,0.0
BL090-S,2022-05,P80,1.0,1.0,0.0
BL090-S,2022-05,P90,1.0,1.0,0.0
BL090-XS,2022-05,P80,0.0,0.0,0.0
BL090-XS,2022-05,P90,0.0,0.0,0.0
BL090-XXL,2022-04,P80,1.0,1.0,0.0
BL090-XXL,2022-04,P90,1.0,1.0,0.0
BL091-XL,2022-05,P80,0.0,0.0,0.0
BL091-XL,2022-05,P90,0.0,0.0,0.0
BL093-M,2022-06,P80,1.0,1.0,0.0
BL093-M,2022-06,P90,1.0,1.0,0.0
BL093-S,2022-04,P80,0.0,0.0,0.0
BL093-S,2022-04,P90,0.0,0.0,0.0
BL095-M,2022-06,P80,0.0,0.0,0.0
BL095-M,2022-06,P90,0.0,0.0,0.0
BL095-XL,2022-05,P80,1.0,1.0,0.0
BL095-XL,2022-05,P90,1.0,1.0,0.0
BL096-S,2022-04,P80,1.0,1.0,0.0
BL096-S,2022-04,P90,1.0,1.0,0.0
BL096-XL,2022-05,P80,1.0,1.0,0.0
BL096-XL,2022-05,P90,1.0,1.0,0.0
BL098-M,2022-06,P80,1.0,1.0,0.0
BL098-M,2022-06,P90,1.0,1.0,0.0
BL098-S,2022-05,P80,18.0,18.0,0.0
BL098-S,2022-05,P90,18.0,18.0,0.0
BL098-S,2022-06,P80,0.0,0.0,0.0
BL098-S,2022-06,P90,0.0,0.0,0.0
BL098-XL,2022-05,P80,1.0,1.0,0.0
BL098-XL,2022-05,P90,1.0,1.0,0.0
BL098-XS,2022-04,P80,1.0,1.0,0.0
BL098-XS,2022-04,P90,1.0,1.0,0.0
BL098-XXL,2022-05,P80,0.0,0.0,0.0
BL098-XXL,2022-05,P90,0.0,0.0,0.0
BL098-XXL,2022-06,P80,0.0,0.0,0.0
BL098-XXL,2022-06,P90,0.0,0.0,0.0
BL099-L,2022-04,P80,18.0,18.0,0.0
BL099-L,2022-04,P90,18.0,18.0,0.0
BL099-L,2022-05,P80,19.0,19.0,0.0
BL099-L,2022-05,P90,19.0,19.0,0.0
BL099-S,2022-04,P80,16.0,16.0,0.0
BL099-S,2022-04,P90,16.0,16.0,0.0
BL099-S,2022-05,P80,0.0,0.0,0.0
BL099-S,2022-05,P90,0.0,0.0,0.0
BL099-XS,2022-04,P80,16.0,16.0,0.0
BL099-XS,2022-04,P90,16.0,16.0,0.0
BL100-M,2022-04,P80,0.0,0.0,0.0
BL100-M,2022-04,P90,0.0,0.0,0.0
BL100-S,2022-04,P80,1.0,1.0,0.0
BL100-S,2022-04,P90,1.0,1.0,0.0
BL100-XL,2022-04,P80,1.0,1.0,0.0
BL100-XL,2022-04,P90,1.0,1.0,0.0
BL100-XL,2022-05,P80,1.0,1.0,0.0
BL100-XL,2022-05,P90,1.0,1.0,0.0
BL100-XXL,2022-05,P80,0.0,0.0,0.0
BL100-XXL,2022-05,P90,0.0,0.0,0.0
BL101-M,2022-04,P80,1.0,1.0,0.0
BL101-M,2022-04,P90,1.0,1.0,0.0
BL101-S,2022-04,P80,1.0,1.0,0.0
BL101-S,2022-04,P90,1.0,1.0,0.0
BL101-XS,2022-04,P80,1.0,1.0,0.0
BL101-XS,2022-04,P90,1.0,1.0,0.0
BL101-XXL,2022-04,P80,0.0,0.0,0.0
BL101-XXL,2022-04,P90,0.0,0.0,0.0
BL102-L,2022-04,P80,0.0,0.0,0.0
BL102-L,2022-04,P90,0.0,0.0,0.0
BL102-M,2022-04,P80,22.0,22.0,0.0
BL102-M,2022-04,P90,22.0,22.0,0.0
BL102-S,2022-04,P80,0.0,0.0,0.0
BL102-S,2022-04,P90,0.0,0.0,0.0
BL102-XS,2022-04,P80,1.0,1.0,0.0
BL102-XS,2022-04,P90,1.0,1.0,0.0
BL103-L,2022-04,P80,20.0,20.0,0.0
BL103-L,2022-04,P90,20.0,20.0,0.0
BL103-L,2022-05,P80,1.0,1.0,0.0
BL103-L,2022-05,P90,1.0,1.0,0.0
BL103-L,2022-06,P80,1.0,1.0,0.0
BL103-L,2022-06,P90,1.0,1.0,0.0
BL103-M,2022-06,P80,17.0,17.0,0.0
BL103-M,2022-06,P90,17.0,17.0,0.0
BL103-S,2022-04,P80,23.0,23.0,0.0
BL103-S,2022-04,P90,23.0,23.0,0.0
BL103-S,2022-05,P80,19.0,19.0,0.0
BL103-S,2022-05,P90,19.0,19.0,0.0
BL103-XL,2022-04,P80,21.0,21.0,0.0
BL103-XL,2022-04,P90,21.0,21.0,0.0
BL103-XL,2022-05,P80,0.0,0.0,0.0
BL103-XL,2022-05,P90,0.0,0.0,0.0
BL103-XL,2022-06,P80,1.0,1.0,0.0
BL103-XL,2022-06,P90,1.0,1.0,0.0
BL103-XS,2022-04,P80,0.0,0.0,0.0
BL103-XS,2022-04,P90,22.0,22.0,0.0
BL103-XXL,2022-04,P80,1.0,1.0,0.0
BL103-XXL,2022-04,P90,20.0,20.0,0.0
BL103-XXL,2022-05,P80,1.0,1.0,0.0
BL103-XXL,2022-05,P90,1.0,1.0,0.0
BL103-XXL,2022-06,P80,26.0,26.0,0.0
BL103-XXL,2022-06,P90,26.0,26.0,0.0
BL104-L,2022-04,P80,18.0,18.0,0.0
BL104-L,2022-04,P90,18.0,18.0,0.0
BL104-L,2022-05,P80,24.0,24.0,0.0
BL104-L,2022-05,P90,28.0,28.0,0.0
BL104-L,2022-06,P80,20.0,20.0,0.0
BL104-L,2022-06,P90,20.0,20.0,0.0
BL104-M,2022-05,P80,23.0,23.0,0.0
BL104-M,2022-05,P90,23.0,23.0,0.0
BL104-M,2022-06,P80,22.0,22.0,0.0
BL104-M,2022-06,P90,22.0,22.0,0.0
BL104-S,2022-04,P80,17.0,17.0,0.0
BL104-S,2022-04,P90,17.0,17.0,0.0
BL104-S,2022-05,P80,25.0,25.0,0.0
BL104-S,2022-05,P90,25.0,25.0,0.0
BL104-S,2022-06,P80,0.0,0.0,0.0
BL104-S,2022-06,P90,0.0,0.0,0.0
BL104-XL,2022-04,P80,0.0,0.0,0.0
BL104-XL,2022-04,P90,0.0,0.0,0.0
BL104-XL,2022-05,P80,0.0,0.0,0.0
BL104-XL,2022-05,P90,0.0,0.0,0.0
BL104-XS,2022-04,P80,0.0,0.0,0.0
BL104-XS,2022-04,P90,0.0,0.0,0.0
BL104-XXL,2022-04,P80,20.0,20.0,0.0
BL104-XXL,2022-04,P90,20.0,20.0,0.0
BL104-XXL,2022-05,P80,19.0,19.0,0.0
BL104-XXL,2022-05,P90,19.0,19.0,0.0
BL107-M,2022-06,P80,23.0,23.0,0.0
BL107-M,2022-06,P90,23.0,23.0,0.0
BL107-S,2022-04,P80,1.0,1.0,0.0
BL107-S,2022-04,P90,1.0,1.0,0.0
BL107-S,2022-05,P80,20.0,20.0,0.0
BL107-S,2022-05,P90,20.0,20.0,0.0
BL107-XL,2022-04,P80,22.0,22.0,0.0
BL107-XL,2022-04,P90,22.0,22.0,0.0
BL107-XS,2022-05,P80,1.0,1.0,0.0
BL107-XS,2022-05,P90,1.0,1.0,0.0
BL107-XS,2022-06,P80,1.0,1.0,0.0
BL107-XS,2022-06,P90,1.0,1.0,0.0
BL107-XXL,2022-06,P80,24.0,24.0,0.0
BL107-XXL,2022-06,P90,24.0,24.0,0.0
BL109-L,2022-04,P80,0.0,0.0,0.0
BL109-L,2022-04,P90,1.0,1.0,0.0
BL109-L,2022-05,P80,1.0,1.0,0.0
BL109-L,2022-05,P90,1.0,1.0,0.0
BL109-M,2022-04,P80,23.0,23.0,0.0
BL109-M,2022-04,P90,23.0,23.0,0.0
BL109-M,2022-05,P80,0.0,0.0,0.0
BL109-M,2022-05,P90,0.0,0.0,0.0
BL109-M,2022-06,P80,1.0,1.0,0.0
BL109-M,2022-06,P90,1.0,1.0,0.0
BL109-S,2022-05,P80,0.0,0.0,0.0
BL109-S,2022-05,P90,0.0,0.0,0.0
BL109-XL,2022-05,P80,0.0,0.0,0.0
BL109-XL,2022-05,P90,0.0,0.0,0.0
BL109-XL,2022-06,P80,0.0,0.0,0.0
BL109-XL,2022-06,P90,0.0,0.0,0.0
BL109-XS,2022-04,P80,0.0,0.0,0.0
BL109-XS,2022-04,P90,0.0,0.0,0.0
BL109-XS,2022-05,P80,0.0,0.0,0.0
BL109-XS,2022-05,P90,0.0,0.0,0.0
BL109-XXL,2022-04,P80,1.0,1.0,0.0
BL109-XXL,2022-04,P90,1.0,1.0,0.0
BL109-XXL,2022-06,P80,0.0,0.0,0.0
BL109-XXL,2022-06,P90,0.0,0.0,0.0
BL110-L,2022-04,P80,1.0,1.0,0.0
BL110-L,2022-04,P90,1.0,1.0,0.0
BL110-L,2022-05,P80,1.0,1.0,0.0
BL110-L,2022-05,P90,20.0,20.0,0.0
BL110-L,2022-06,P80,0.0,0.0,0.0
BL110-L,2022-06,P90,0.0,0.0,0.0
BL110-M,2022-04,P80,0.0,0.0,0.0
BL110-M,2022-04,P90,0.0,0.0,0.0
BL110-M,2022-05,P80,23.0,23.0,0.0
BL110-M,2022-05,P90,23.0,23.0,0.0
BL110-S,2022-04,P80,0.0,0.0,0.0
BL110-S,2022-04,P90,0.0,0.0,0.0
BL110-S,2022-05,P80,1.0,1.0,0.0
BL110-S,2022-05,P90,1.0,1.0,0.0
BL110-S,2022-06,P80,0.0,0.0,0.0
BL110-S,2022-06,P90,0.0,0.0,0.0
BL110-XL,2022-04,P80,22.0,22.0,0.0
BL110-XL,2022-04,P90,22.0,22.0,0.0
BL110-XS,2022-04,P80,0.0,0.0,0.0
BL110-XS,2022-04,P90,0.0,0.0,0.0
BL110-XXL,2022-04,P80,0.0,0.0,0.0
BL110-XXL,2022-04,P90,0.0,0.0,0.0
BL110-XXL,2022-05,P80,21.0,21.0,0.0
BL110-XXL,2022-05,P90,21.0,21.0,0.0
BL111-L,2022-04,P80,19.0,19.0,0.0
BL111-L,2022-04,P90,19.0,19.0,0.0
BL111-L,2022-06,P80,25.0,25.0,0.0
BL111-L,2022-06,P90,25.0,25.0,0.0
